student_number,student_id,rdm_condition,condition_assignment,FH2T,DragonBox,Instant,Delay,initial_school_id,virtual,initial_teacher_id,initial_teacher_class,initial_section_number,final_school_id,final_teacher_id,final_teacher_class,final_section_number,courseName,movement,stay_INPERSON,stay_VIRTUAL,INP_VIR,VIR_INP,KEEP,student_raceEthnicityFed,student_hispanicEthnicity,FEMALE,MALE,ScaleScore_5th grade,PerformanceLevel_5th grade,Scale.Score_7th.grade,Performance.Level_7th.grade,math_score_7th.grade,EIP,EL_PARENT_DENIED,ESOL_C,ESOL_FORMER,ESOL,GIFTED,IEP,IST,LEPM1,LEPM2,LEPM3,LEPM4,SECTION504,SST,IN5,AbsentDays5,PresentDays5,UnexcusedDays5,MOBILE5,G5SCHOOL,G5SCHOOL2,G5SCHOOL3,MEMBERSHIPDAYS5,ADM5,ADA5,Absencesavg.Daily5,PercentInAttendance5,IN6,AbsentDays6,PresentDays6,UnexcusedDays6,MOBILE6,G6SCHOOL,G6SCHOOL2,G6SCHOOL3,MEMBERSHIPDAYS6,ADM6,ADA6,Absencesavg.Daily6,PercentInAttendance6,fidelity_started_sum,fidelity_complete_sum,fidelity_complete_percent,pre.total_math_score,pre.percentage_math_score,pre.sub_P_score,pre.sub_C_score,pre.sub_F_score,pre.math_completed_num,pre.math_completed_percent,pre.total_time_on_tasks,pre.avg_time_on_tasks,pre_MA_total_score,pre_MA_avg_score,pre_negative_reaction_score,pre_numerical_confindence_score,pre_worry_score,pre_MSE_total_score,pre_MSE_avg_score,pre_PS_tasks_total_score,pre_PS_completed_num,pre_PS_completed_percent,pre_PS_total_RT_sec,pre_PS_total_RT_min,pre_PS_avg_RT_sec,mid.total_math_score,mid.percentage_math_score,mid.sub_P_score,mid.sub_C_score,mid.sub_F_score,mid.math_completed_num,mid.math_completed_percent,mid.total_time_on_tasks,mid.avg_time_on_tasks,mid_MA_total_score,mid_MA_avg_score,mid_negative_reaction_score,mid_numerical_confindence_score,mid_worry_score,mid_PS_tasks_total_score,mid_PS_completed_num,mid_PS_completed_percent,mid_PS_total_RT_sec,mid_PS_total_RT_min,mid_PS_avg_RT_sec,post.total_math_score,post.percentage_math_score,post.sub_P_score,post.sub_C_score,post.sub_F_score,post.math_completed_num,post.math_completed_percent,post.total_time_on_tasks,post.avg_time_on_tasks,post_MA_total_score,post_MA_avg_score,post_negative_reaction_score,post_numerical_confindence_score,post_worry_score,post_MSE_total_score,post_MSE_avg_score,post_PS_tasks_total_score,post_PS_completed_num,post_PS_completed_percent,post_PS_total_RT_sec,post_PS_total_RT_min,post_PS_avg_RT_sec,delayed.total_math_score,delayed.percentage_math_score,delayed.sub_P_score,delayed.sub_C_score,delayed.sub_F_score,delayed.math_completed_num,delayed.math_completed_percent,delayed.total_time_on_tasks,delayed.avg_time_on_tasks,delayed_PS_tasks_total_score,delayed_PS_completed_num,delayed_PS_completed_percent,delayed_PS_total_RT_sec,delayed_PS_total_RT_min,delayed_PS_avg_RT_sec,started_intro_survey,complete_intro_survey,started_assignment_2,complete_assignment_2,started_assignment_3,complete_assignment_3,started_assignment_4,complete_assignment_4,started_assignment_5,complete_assignment_5,started_common_mid,complete_common_mid,started_assignment_7,complete_assignment_7,started_assignment_8,complete_assignment_8,started_assignment_9,complete_assignment_9,started_assignment_10,complete_assignment_10,started_assignment_11,complete_assignment_11,started_closing_survey,complete_closing_survey,started_delayed_posttest,complete_delayed_posttest
119097,F7S0501-202,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,617,Distinguished Learner,597,Distinguished Learner,94,0,0,0,0,0,0,0,0,0,0,,,0,0,1,5,174,1,1,SILVER CITY,,,179,1,0.97,0.01,97.21,1,0.38,177.62,0,1,NFMS,,,178,1,1,0,99.79,13,13,1,5,50,2,1,2,10,100,700.803,70.0803,20,2.222222222,4,8,8,19,3.8,10,16,100,399.471128,6.657852133,24.9669455,8,80,3,3,2,10,100,552.214,55.2214,19,2.111111111,4,7,8,13,16,100,293.580473,4.893007883,18.34877956,7,70,3,3,1,10,100,379.205,37.9205,20,2.222222222,4,9,7,20,4,10,16,100,447.358926,7.4559821,27.95993288,7,70,2,3,2,10,100,516.295,51.6295,11,16,100,226.090273,3.768171217,14.13064206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119104,F7S0501-203,ASSISTments,Instant,0,0,1,0,S05,0,F7T0501,F7T0501-2,16,S05,F7T0501,F7T0501-2,16,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,579,Proficient Learner,626,Distinguished Learner,94,0,0,0,0,0,1,0,0,0,0,,,0,0,1,1,178,0,1,SILVER CITY,,,179,1,0.99,0,99.44,1,1.37,176.63,1.37,1,NFMS,,,178,1,0.99,0.01,99.23,13,11,0.8461538462,7,70,2,3,2,10,100,1198.688,119.8688,13,1.444444444,2,6,5,14,2.8,7,16,100,642.115178,10.70191963,40.13219863,7,70,2,3,2,10,100,778.403,77.8403,17,1.888888889,4,6,7,11,16,100,1019.269584,16.9878264,63.704349,4,40,1,1,2,10,100,356.268,35.6268,14,1.555555556,4,5,5,17,3.4,10,16,100,323.332999,5.388883317,20.20831244,7,70,3,2,2,10,100,503.289,50.3289,13,16,100,235.59215,3.926535833,14.72450938,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
119108,F7S0501-204,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,607,Distinguished Learner,617,Distinguished Learner,89,0,0,0,0,0,0,0,0,0,0,,,0,0,1,9,170,5,1,CHESTATEE,,,179,1,0.95,0.03,94.97,1,6.93,171.07,5.4,1,NFMS,,,178,1,0.96,0.03,96.11,13,13,1,5,50,1,2,2,10,100,1137.736,113.7736,9,1,0,5,4,25,5,8,16,100,434.54131,7.242355167,27.15883188,6,60,2,2,2,10,100,1057.376,105.7376,6,0.6666666667,1,3,2,10,16,100,445.290598,7.421509967,27.83066238,7,70,3,2,2,10,100,1199.373,119.9373,11,1.222222222,0,7,4,24,4.8,10,16,100,534.437201,8.907286683,33.40232506,9,90,3,4,2,10,100,819.794,81.9794,10,16,100,275.514698,4.591911633,17.21966863,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119116,F7S0501-205,BAU,Delay,0,0,0,1,S05,0,F7T0501,F7T0501-2,16,S05,F7T0501,F7T0501-4,15,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,635,Distinguished Learner,597,Distinguished Learner,92,0,0,0,0,0,0,0,0,0,0,,,0,0,1,12,167,7,1,SILVER CITY,,,179,1,0.93,0.04,93.3,1,7.84,170.16,3.73,1,NFMS,,,178,1,0.96,0.02,95.6,13,13,1,6,60,2,2,2,10,100,590.913,59.0913,17,1.888888889,3,8,6,17,3.4,9,16,100,509.693904,8.4948984,31.855869,6,60,3,2,1,10,100,528.905,52.8905,17,1.888888889,2,9,6,8,16,100,211.846287,3.53077145,13.24039294,3,30,1,1,1,10,100,532.221,53.2221,15,1.666666667,2,8,5,21,4.2,8,16,100,330.021071,5.500351183,20.62631694,5,50,2,1,2,10,100,356.505,35.6505,10,16,100,239.183144,3.986385733,14.9489465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119117,F7S0501-206,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,617,Distinguished Learner,560,Proficient Learner,89,0,0,0,0,0,0,0,0,0,0,,,0,0,1,3,176,1,1,SILVER CITY,,,179,1,0.98,0.01,98.32,1,2.37,175.63,0.9,1,NFMS,,,178,1,0.99,0.01,98.67,12,9,0.6923076923,7,70,2,3,2,10,100,764.748,76.4748,15,1.666666667,3,5,7,19,3.8,6,16,100,666.882774,11.1147129,41.68017338,,,,,,0,0,0,,,,,,,,,,,,,5,50,0,3,2,10,100,733.462,73.3462,14,1.555555556,3,5,6,15,3,8,16,100,156.018577,2.600309617,9.751161063,8,80,2,3,3,10,100,360.735,36.0735,7,16,100,147.970869,2.46618115,9.248179313,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1
119118,F7S0501-207,ASSISTments,Instant,0,0,1,0,S05,0,F7T0501,F7T0501-1,14,S05,F7T0501,F7T0501-1,14,Accelerated Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,678,Distinguished Learner,633,Distinguished Learner,,0,0,0,0,0,1,0,0,0,0,,,0,0,1,7,172,5,1,SILVER CITY,,,179,1,0.96,0.03,96.09,1,5.6,172.4,1.73,1,NFMS,,,178,1,0.97,0.01,96.85,12,10,0.7692307692,7,70,2,4,1,10,100,1008.86,100.886,11,1.222222222,2,4,5,21,4.2,7,16,100,325.892764,5.431546067,20.36829775,6,60,1,2,3,10,100,954.369,95.4369,12,1.333333333,4,4,4,9,16,100,234.360639,3.90601065,14.64753994,6,60,1,3,2,10,100,234.698,23.4698,15,1.666666667,5,4,6,20,4,8,16,100,363.827226,6.0637871,22.73920163,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
119120,F7S0501-208,ASSISTments,Instant,0,0,1,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,630,Distinguished Learner,580,Distinguished Learner,93,0,0,0,0,0,0,0,0,0,0,,,0,0,1,4,175,0,1,SILVER CITY,,,179,1,0.98,0,97.77,1,2.02,175.98,0,1,NFMS,,,178,1,0.99,0,98.87,13,13,1,5,50,2,1,2,10,100,855.576,85.5576,14,1.555555556,3,6,5,16,3.2,8,16,100,335.735672,5.595594533,20.9834795,9,90,3,4,2,10,100,587.409,58.7409,16,1.777777778,2,9,5,9,16,100,272.948264,4.549137733,17.0592665,1,10,1,0,0,10,100,311.676,31.1676,15,1.666666667,3,7,5,15,3,7,16,100,92.236381,1.537273017,5.764773813,5,50,1,2,2,10,100,136.756,13.6756,8,16,100,100.580444,1.676340733,6.28627775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119123,F7S0501-209,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-1,14,S05,F7T0501,F7T0501-1,14,Accelerated Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,678,Distinguished Learner,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,5,174,4,1,SILVER CITY,,,179,1,0.97,0.02,97.21,1,4.68,173.32,3.82,1,NFMS,,,178,1,0.97,0.02,97.37,12,10,0.7692307692,10,100,3,4,3,10,100,810.135,81.0135,9,1,0,6,3,24,4.8,8,16,100,501.46164,8.357694,31.3413525,10,100,3,4,3,10,100,688.226,68.8226,10,1.111111111,0,7,3,15,16,100,506.917585,8.448626417,31.68234906,9,90,3,4,2,10,100,1753.573,175.3573,9,1,0,8,1,24,4.8,13,16,100,522.549979,8.709166317,32.65937369,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0
119129,F7S0501-210,Dragon,DragonBox,0,1,0,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,591,Distinguished Learner,,,88,0,0,0,0,0,0,0,0,0,0,,,0,0,1,2,177,2,1,SILVER CITY,,,179,1,0.99,0.01,98.88,1,1.59,176.41,0.83,1,NFMS,,,178,1,0.99,0,99.11,13,11,0.8461538462,7,70,2,3,2,10,100,887.3,88.73,15,1.666666667,3,4,8,18,3.6,5,16,100,329.648752,5.494145867,20.603047,,,,,,,,,,,,,,,,,,,,,6,60,3,1,2,10,100,539.402,53.9402,14,1.555555556,0,7,7,20,4,10,16,100,388.719075,6.47865125,24.29494219,6,60,2,2,2,10,100,624.78,62.478,11,16,100,149.251002,2.4875167,9.328187625,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
119135,F7S0501-211,Dragon,DragonBox,0,1,0,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,584,Distinguished Learner,552,Proficient Learner,91,0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,178,1,1,SILVER CITY,,,179,1,0.99,0.01,99.44,1,1.16,176.84,0.9,1,NFMS,,,178,1,0.99,0.01,99.35,13,13,1,7,70,2,3,2,10,100,597.753,59.7753,9,1,2,4,3,18,3.6,6,16,100,211.841856,3.5306976,13.240116,5,50,2,2,1,10,100,708.471,70.8471,9,1,2,4,3,7,16,100,201.521583,3.35869305,12.59509894,5,50,2,2,1,10,100,1115.76,111.576,13,1.444444444,4,4,5,18,3.6,7,16,100,377.3562,6.28927,23.5847625,7,70,3,3,1,10,100,437.639,43.7639,8,16,100,160.965172,2.682752867,10.06032325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119538,F7S0501-213,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,568,Proficient Learner,586,Distinguished Learner,90,0,0,0,0,0,0,0,0,0,0,,,0,0,1,7,172,4,1,COAL MTN,,,179,1,0.96,0.02,96.09,1,2.31,175.69,1.41,1,NFMS,,,178,1,0.99,0.01,98.7,13,10,0.7692307692,3,30,0,2,1,10,100,1065.238,106.5238,6,0.6666666667,0,2,4,21,4.2,7,16,100,174.11258,2.901876333,10.88203625,5,50,2,1,2,10,100,679.509,67.9509,5,0.5555555556,0,2,3,7,16,100,366.072201,6.10120335,22.87951256,5,50,1,2,2,10,100,523.202,52.3202,5,0.5555555556,0,3,2,23,4.6,6,16,100,101.000815,1.683346917,6.312550938,4,40,1,2,1,10,100,237.756,23.7756,4,16,100,168.68396,2.811399333,10.5427475,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
119769,F7S0501-215,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-2,16,S05,F7T0501,F7T0501-2,16,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,568,Proficient Learner,,,82,0,0,0,0,0,0,0,0,0,0,,,0,0,1,14,165,6,1,SILVER CITY,,,179,1,0.92,0.03,92.18,1,3.13,174.87,2.15,1,NFMS,,,178,1,0.98,0.01,98.24,13,13,1,5,50,1,1,3,10,100,415.542,41.5542,18,2,3,7,8,23,4.6,8,16,100,180.151574,3.002526233,11.25947338,4,40,2,1,1,10,100,319.044,31.9044,19,2.111111111,4,7,8,6,16,100,227.292779,3.788212983,14.20579869,4,40,1,1,2,10,100,28.159,2.8159,18,2,5,5,8,19,3.8,6,16,100,19.736419,0.3289403167,1.233526188,2,20,0,0,2,10,100,27.415,2.7415,5,16,100,20.505449,0.3417574833,1.281590563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119872,F7S0501-216,ASSISTments,Instant,0,0,1,0,S05,0,F7T0501,F7T0501-2,16,S05,F7T0501,F7T0501-2,16,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,585,Distinguished Learner,580,Distinguished Learner,91,0,0,0,0,0,0,0,0,0,0,,,0,0,1,5,174,4,1,SILVER CITY,,,179,1,0.97,0.02,97.21,1,1.93,176.07,1.8,1,NFMS,,,178,1,0.99,0.01,98.92,11,11,0.8461538462,5,50,0,2,3,10,100,602.207,60.2207,13,1.444444444,3,5,5,17,3.4,5,16,100,494.114203,8.235236717,30.88213769,8,80,2,3,3,10,100,485.992,48.5992,15,1.666666667,4,6,5,8,16,100,232.681189,3.878019817,14.54257431,6,60,2,2,2,10,100,290.556,29.0556,12,1.333333333,3,4,5,19,3.8,4,16,100,116.738348,1.945639133,7.29614675,8,80,3,3,2,10,100,492.937,49.2937,8,16,100,129.469415,2.157823583,8.091838438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
120013,F7S0501-217,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,591,Distinguished Learner,575,Proficient Learner,96,0,0,0,0,0,1,0,0,0,0,,,0,0,1,7,172,7,1,COAL MTN,,,179,1,0.96,0.04,96.09,1,3.27,174.73,0.57,1,NFMS,,,178,1,0.98,0,98.16,13,13,1,6,60,2,2,2,10,100,764.929,76.4929,9,1,0,4,5,22,4.4,7,16,100,321.712561,5.361876017,20.10703506,8,80,3,3,2,10,100,847.9,84.79,12,1.333333333,1,4,7,7,16,100,275.152796,4.585879933,17.19704975,7,70,3,2,2,10,100,1185.615,118.5615,15,1.666666667,3,5,7,24,4.8,9,16,100,261.456448,4.357607467,16.341028,8,80,2,4,2,10,100,498.873,49.8873,9,16,100,156.312912,2.6052152,9.769557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120021,F7S0501-218,Dragon,DragonBox,0,1,0,0,S05,0,F7T0501,F7T0501-1,14,S05,F7T0501,F7T0501-1,14,Accelerated Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,578,Proficient Learner,570,Proficient Learner,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,3,176,0,1,SILVER CITY,,,179,1,0.98,0,98.32,1,1.89,176.11,0.13,1,NFMS,,,178,1,0.99,0,98.94,10,8,0.6153846154,7,70,3,3,1,10,100,1012.049,101.2049,9,1,0,3,6,24,4.8,9,16,100,980.363285,16.33938808,61.27270531,7,70,3,2,2,10,100,798.379,79.8379,8,0.8888888889,0,2,6,11,16,100,635.689029,10.59481715,39.73056431,8,80,2,3,3,10,100,1641.854,164.1854,11,1.222222222,0,4,7,24,4.8,9,16,100,350.564624,5.842743733,21.910289,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0
120086,F7S0501-219,Dragon,DragonBox,0,1,0,0,S05,0,F7T0501,F7T0501-2,16,S05,F7T0501,F7T0501-2,16,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,630,Distinguished Learner,,,92,0,0,0,0,0,0,0,0,0,0,,,0,0,1,2,177,0,1,COAL MTN,,,179,1,0.99,0,98.88,1,2.83,175.17,1.93,1,NFMS,,,178,1,0.98,0.01,98.41,13,8,0.6153846154,6,60,1,3,2,10,100,575.528,57.5528,7,0.7777777778,2,1,4,23,4.6,9,16,100,294.633167,4.910552783,18.41457294,4,40,1,2,1,10,100,471.345,47.1345,3,0.3333333333,0,0,3,8,16,100,62.16534,1.036089,3.88533375,1,10,1,0,0,10,100,43.728,4.3728,3,0.3333333333,1,2,0,25,5,4,16,100,19.603334,0.3267222333,1.225208375,3,30,2,0,1,10,100,28.859,2.8859,4,16,100,17.514827,0.2919137833,1.094676688,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0
120113,F7S0501-220,Dragon,DragonBox,0,1,0,0,S05,0,F7T0501,F7T0501-2,16,S05,F7T0501,F7T0501-2,16,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,607,Distinguished Learner,,,77,0,0,0,0,0,0,0,0,0,0,,,0,0,1,4,175,4,1,SILVER CITY,,,179,1,0.98,0.02,97.77,1,4.71,173.29,3.3,1,NFMS,,,178,1,0.97,0.02,97.35,13,13,1,3,30,0,1,2,10,100,488.751,48.8751,3,0.3333333333,0,3,0,15,3,7,16,100,263.535797,4.392263283,16.47098731,6,60,2,2,2,10,100,695.062,69.5062,17,1.888888889,3,9,5,6,16,100,370.446083,6.174101383,23.15288019,4,40,2,1,1,10,100,93.641,9.3641,18,2,3,9,6,8,1.6,5,16,100,15.745644,0.2624274,0.98410275,3,30,0,2,1,10,100,279.198,27.9198,4,16,100,14.849738,0.2474956333,0.928108625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120149,F7S0501-221,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-1,14,S05,F7T0501,F7T0501-1,14,Accelerated Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,648,Distinguished Learner,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,3,176,0,1,SILVER CITY,,,179,1,0.98,0,98.32,1,3.73,174.27,0.13,1,NFMS,,,178,1,0.98,0,97.9,12,12,0.9230769231,5,50,1,2,2,10,100,759.213,75.9213,8,0.8888888889,2,0,6,22,4.4,10,16,100,363.097073,6.051617883,22.69356706,8,80,3,3,2,10,100,528.78,52.878,9,1,1,1,7,15,16,100,363.001685,6.050028083,22.68760531,7,70,2,3,2,10,100,614.549,61.4549,12,1.333333333,1,2,9,20,4,12,16,100,296.400578,4.940009633,18.52503613,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
120181,F7S0501-222,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-1,14,S05,F7T0501,F7T0501-1,14,Accelerated Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,617,Distinguished Learner,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,7,172,4,1,SILVER CITY,,,179,1,0.96,0.02,96.09,1,11.42,166.58,4.08,1,NFMS,,,178,1,0.94,0.02,93.58,10,5,0.3846153846,3,30,0,2,1,10,100,623.099,62.3099,4,0.4444444444,2,2,0,23,4.6,6,16,100,308.23597,5.137266167,19.26474813,8,80,2,3,3,10,100,764.454,76.4454,2,0.2222222222,0,1,1,9,16,100,701.418265,11.69030442,43.83864156,6,60,1,3,2,10,100,220.089,22.0089,12,1.333333333,1,5,6,20,4,7,16,100,152.616754,2.543612567,9.538547125,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0
120451,F7S0501-224,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-2,16,S05,F7T0501,F7T0501-2,16,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,585,Distinguished Learner,,,92,0,0,0,0,0,1,0,0,0,0,,,0,0,1,11,168,6,1,COAL MTN,,,179,1,0.94,0.03,93.85,1,8.19,169.81,4.89,1,NFMS,,,178,1,0.95,0.03,95.4,13,13,1,4,40,2,1,1,10,100,414.551,41.4551,24,2.666666667,7,8,9,12,2.4,8,16,100,231.996165,3.86660275,14.49976031,6,60,2,2,2,10,100,327.557,32.7557,26,2.888888889,8,9,9,8,16,100,121.153211,2.019220183,7.572075688,6,60,1,3,2,10,100,75.33,7.533,23,2.555555556,6,9,8,19,3.8,5,16,100,16.982644,0.2830440667,1.06141525,6,60,3,1,2,10,100,343.798,34.3798,9,16,100,180.022168,3.000369467,11.2513855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121082,F7S0501-226,FH2T,FH2T,1,0,0,0,S05,0,F7T0501,F7T0501-2,16,S05,F7T0501,F7T0501-2,16,Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,566,Proficient Learner,,,93,0,0,0,0,0,1,0,0,0,0,,,0,0,1,11,168,4,1,COAL MTN,,,179,1,0.94,0.02,93.85,1,4.41,173.59,1.41,1,NFMS,,,178,1,0.98,0.01,97.52,13,13,1,5,50,1,2,2,10,100,686.767,68.6767,9,1,1,3,5,23,4.6,8,16,100,373.258978,6.220982967,23.32868613,6,60,3,2,1,10,100,468.561,46.8561,17,1.888888889,3,5,9,8,16,100,357.016113,5.95026855,22.31350706,4,40,2,1,1,10,100,414.832,41.4832,15,1.666666667,1,5,9,20,4,5,16,100,150.52279,2.508713167,9.407674375,3,30,0,1,2,10,100,143.878,14.3878,3,16,100,53.858375,0.8976395833,3.366148438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121101,F7S0501-227,ASSISTments,Instant,0,0,1,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,617,Distinguished Learner,580,Distinguished Learner,90,0,0,0,0,0,0,0,0,0,0,,,0,0,1,3,176,1,1,SILVER CITY,,,179,1,0.98,0.01,98.32,1,3.35,174.65,2.4,1,NFMS,,,178,1,0.98,0.01,98.12,13,11,0.8461538462,6,60,2,2,2,10,100,1052.987,105.2987,11,1.222222222,2,5,4,18,3.6,9,16,100,368.346725,6.139112083,23.02167031,2,20,1,1,0,10,100,47.107,4.7107,12,1.333333333,2,5,5,7,16,100,83.873856,1.3978976,5.242116,0,0,0,0,0,1,10,60.864,60.864,,,,,,,,,,,,,,8,80,2,4,2,10,100,591.722,59.1722,8,16,100,196.747655,3.279127583,12.29672844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
121165,F7S0501-228,Dragon,DragonBox,0,1,0,0,S05,0,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,0,0,0,1,6,N,0,1,621,Distinguished Learner,626,Distinguished Learner,93,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,179,0,1,BROOKWOOD,,,179,1,1,0,100,1,1.64,176.36,0.82,1,SFMS,,,178,1,0.99,0,99.08,13,11,0.8461538462,7,70,1,4,2,10,100,1370.385,137.0385,9,1,3,3,3,25,5,7,16,100,425.484869,7.091414483,26.59280431,,,,,,,,,,,,,,,,,,,,,8,80,3,3,2,10,100,693.31,69.331,7,0.7777777778,0,5,2,20,4,11,16,100,676.943498,11.28239163,42.30896863,8,80,3,4,1,10,100,630.082,63.0082,10,16,100,313.741415,5.229023583,19.60883844,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
121291,F7S0501-229,BAU,Delay,0,0,0,1,S05,0,F7T0501,F7T0501-1,14,S05,F7T0501,F7T0501-1,14,Accelerated Mathematics,INPERSON,1,0,0,0,1,6,N,1,0,654,Distinguished Learner,575,Proficient Learner,,0,0,0,0,0,0,0,0,0,0,,,0,0,1,8,171,2,1,CHESTATEE,,,179,1,0.96,0.01,95.53,1,2.7,175.3,0.26,1,NFMS,,,178,1,0.98,0,98.48,12,11,0.8461538462,8,80,3,4,1,10,100,1208.817,120.8817,15,1.666666667,2,5,8,18,3.6,11,16,100,550.409825,9.173497083,34.40061406,9,90,3,4,2,10,100,749.823,74.9823,11,1.222222222,3,2,6,10,16,100,614.963055,10.24938425,38.43519094,9,90,3,4,2,10,100,552.227,55.2227,12,1.333333333,1,4,7,22,4.4,11,16,100,552.922519,9.215375317,34.55765744,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
